,id,text,created_at,user_id,followers_count,friends_count,favourites_count,retweet_count,grammartext,clean_text,user_neg_mean,user_neu_mean,user_pos_mean,user_comp_mean,user_arts_&_culture_mean,user_business_&_entrepreneurs_mean,user_celebrity_&_pop_culture_mean,user_diaries_&_daily_life_mean,user_family_mean,user_fashion_&_style_mean,user_film_tv_&_video_mean,user_fitness_&_health_mean,user_food_&_dining_mean,user_gaming_mean,user_learning_&_educational_mean,user_music_mean,user_news_&_social_concern_mean,user_other_hobbies_mean,user_relationships_mean,user_science_&_technology_mean,user_sports_mean,user_travel_&_adventure_mean,user_youth_&_student_life_mean,user_hateful_mean,user_targeted_mean,user_aggressive_mean,user_joy_mean,user_sadness_mean,user_others_mean,user_anger_mean,user_surprise_mean,user_disgust_mean,user_fear_mean,user_Kincaid_mean,user_ARI_mean,user_Coleman-Liau_mean,user_FleschReadingEase_mean,user_GunningFogIndex_mean,user_LIX_mean,user_SMOGIndex_mean,user_RIX_mean,user_DaleChallIndex_mean,user_characters_per_word_mean,user_syll_per_word_mean,user_words_per_sentence_mean,user_sentences_per_paragraph_mean,user_type_token_ratio_mean,user_characters_mean,user_syllables_mean,user_words_mean,user_wordtypes_mean,user_sentences_mean,user_paragraphs_mean,user_long_words_mean,user_complex_words_mean,user_complex_words_dc_mean,user_sentiment_mode,user_topic_mode,politeness
10,1554414880865886216,"RT @GabrielBlake_: Try these spine-chilling books from Gabriel Blake. If you love gripping psychological thrillers, then don't miss out on…",2022-08-02 10:32:41+00:00,548768664,16570,11167,77613,475,Try these spine chilling books from Gabriel Blake If you love gripping psychological thrillers then don t miss out on,try these spine chilling books from gabriel blake if you love gripping psychological thrillers then don t miss out on,0.0975,0.605,0.2965,0.66315,0.392197921872139,0.0208071684464812,0.0176924276165664,0.4465652108192444,0.061161633580923,0.0144884390756487,0.0834827795624733,0.0235666460357606,0.0282345134764909,0.0125952772796154,0.2269559931010007,0.0122945480979979,0.0288396868854761,0.0851205419749021,0.0449809869751334,0.0246758805587887,0.0190082225017249,0.4657438471913337,0.0375982178375124,0.0012729780984454,0.0011408902249337,0.0005848425207659,0.4323553666472435,0.0011140560382045,0.5555417612195015,0.0012791793560609,0.0054998667910695,0.0021497990819625,0.0020599701674655,7.686086956521741,9.972326086956524,8.598180667391306,78.25097826086957,10.469565217391306,36.173913043478265,8.477225575051662,3.0,10.366704347826088,4.3847826086956525,1.2619565217391306,21.5,1.0,0.934782608695652,93.5,27.0,21.5,20.0,1.0,1.0,3.0,1.0,7.5,positive,0.0,0.40261522
11,1554418032587546624,"Today on #BookLoversDay why not visit your local library, borrow books &amp; spend some time reading for pleasure?  📚❤️… https://t.co/3uUMVwrRbb",2022-08-02 10:45:13+00:00,1068019538,4483,1521,14339,30,Today on BookLoversDay why not visit your local library borrow books amp spend some time reading for pleasure,today on bookloversday why not visit your local library borrow books amp spend some time reading for pleasure,0.0,0.821,0.179,0.5719,0.4575883150100708,0.0221503116190433,0.0114150876179337,0.2341264337301254,0.0347906239330768,0.0097429659217596,0.0099337687715888,0.0147021692246198,0.0097472965717315,0.0086903879418969,0.6670984625816345,0.0152582982555031,0.0508717373013496,0.161240816116333,0.032179869711399,0.0159528329968452,0.0099246511235833,0.0260325726121664,0.1115627437829971,0.003301915326397,0.0010263771294654,0.0009549587831915,0.5034114122390747,0.0021546925418078,0.4855818748474121,0.0017114899819716,0.0030837196391075,0.0020839381031692,0.0019729586783796,10.441111111111113,11.64333333333333,12.608030000000008,52.26500000000003,11.644444444444446,40.22222222222222,10.745966692414834,4.0,8.03818888888889,5.111111111111111,1.6111111111111112,18.0,1.0,1.0,92.0,29.0,18.0,18.0,1.0,1.0,4.0,2.0,4.0,positive,10.0,0.52440155
12,1554418670683803648,"RT @SLIC1991: Today on #BookLoversDay why not visit your local library, borrow books &amp; spend some time reading for pleasure?  📚❤️📚

Whether…",2022-08-02 10:47:45+00:00,2873862093,1670,935,1536,30,Today on BookLoversDay why not visit your local library borrow books amp spend some time reading for pleasure Whether,today on bookloversday why not visit your local library borrow books amp spend some time reading for pleasure whether,0.0,0.829,0.171,0.5719,0.4736823737621307,0.0211718194186687,0.0119685949757695,0.2203397154808044,0.036580067127943,0.0099710365757346,0.0103751020506024,0.0148650109767913,0.0099949156865477,0.0088486345484852,0.6782052516937256,0.0158748123794794,0.0543861351907253,0.1524609178304672,0.0322918258607387,0.0160295758396387,0.010333782993257,0.0267378091812133,0.1179384589195251,0.003352896855454,0.000987142372042,0.0009528158099473,0.458038181066513,0.0020236407872289,0.5308699011802673,0.0016990524018183,0.0031926957890391,0.0021679091732949,0.0020086099393665,11.07263157894737,12.611578947368422,13.27908910526316,49.5184210526316,11.810526315789474,45.315789473684205,10.745966692414834,5.0,8.734163157894738,5.2105263157894735,1.631578947368421,19.0,1.0,1.0,99.0,31.0,19.0,19.0,1.0,1.0,5.0,2.0,5.0,positive,10.0,0.55131984
13,1554418774094266369,"RT @SLIC1991: Today on #BookLoversDay why not visit your local library, borrow books &amp; spend some time reading for pleasure?  📚❤️📚

Whether…",2022-08-02 10:48:10+00:00,135462071,3731,2767,3544,30,Today on BookLoversDay why not visit your local library borrow books amp spend some time reading for pleasure Whether,today on bookloversday why not visit your local library borrow books amp spend some time reading for pleasure whether,0.0,0.829,0.171,0.5719,0.4736823737621307,0.0211718194186687,0.0119685949757695,0.2203397154808044,0.036580067127943,0.0099710365757346,0.0103751020506024,0.0148650109767913,0.0099949156865477,0.0088486345484852,0.6782052516937256,0.0158748123794794,0.0543861351907253,0.1524609178304672,0.0322918258607387,0.0160295758396387,0.010333782993257,0.0267378091812133,0.1179384589195251,0.003352896855454,0.000987142372042,0.0009528158099473,0.458038181066513,0.0020236407872289,0.5308699011802673,0.0016990524018183,0.0031926957890391,0.0021679091732949,0.0020086099393665,11.07263157894737,12.611578947368422,13.27908910526316,49.5184210526316,11.810526315789474,45.315789473684205,10.745966692414834,5.0,8.734163157894738,5.2105263157894735,1.631578947368421,19.0,1.0,1.0,99.0,31.0,19.0,19.0,1.0,1.0,5.0,2.0,5.0,positive,10.0,0.55131984
14,1554420242490593281,"#BookLoversDay is coming – start a new CHAPTER in your classroom this fall! 📘

📚 Sign up now for FREE and get all t… https://t.co/bOTOJLPwch",2022-08-02 10:54:00+00:00,431296226,587,1371,9414,2,BookLoversDay is coming start a new CHAPTER in your classroom this fall Sign up now for FREE and get all t,bookloversday is coming start a new chapter in your classroom this fall sign up now for free and get all t,0.0249999999999999,0.7336666666666667,0.2413333333333333,0.6187333333333335,0.2534536023934682,0.0413434449583292,0.0264769581456979,0.1787555962800979,0.0486779138445854,0.0173689968263109,0.0205710257093111,0.0210061175748705,0.0124246406679352,0.0099199198496838,0.7967843214670817,0.0174724447230498,0.1338467374444008,0.0872860973079999,0.0393821137646834,0.0252029954766233,0.0223174771914879,0.0417607383181651,0.4727838610609372,0.002620143274397,0.0013760115340701,0.0009370733540278,0.9367955724398296,0.0011392950934047,0.0547483700017134,0.0017315903290485,0.0032758777185032,0.0010266202152706,0.0012826406940196,7.662380952380954,8.531428571428572,7.631373201058203,75.74928571428573,13.396825396825395,38.51851851851852,11.63950323522004,3.6666666666666665,9.641198412698412,4.238095238095238,1.3095238095238095,20.0,1.0,0.9841269841269842,84.33333333333333,26.0,20.0,19.666666666666668,1.0,1.0,3.6666666666666665,2.6666666666666665,6.333333333333333,positive,10.0,0.87524676
15,1554420801146847232,"RT @SLIC1991: Today on #BookLoversDay why not visit your local library, borrow books &amp; spend some time reading for pleasure?  📚❤️📚

Whether…",2022-08-02 10:56:13+00:00,47659954,14035,5682,33487,30,Today on BookLoversDay why not visit your local library borrow books amp spend some time reading for pleasure Whether,today on bookloversday why not visit your local library borrow books amp spend some time reading for pleasure whether,0.0,0.829,0.171,0.5719,0.4736823737621307,0.0211718194186687,0.0119685949757695,0.2203397154808044,0.036580067127943,0.0099710365757346,0.0103751020506024,0.0148650109767913,0.0099949156865477,0.0088486345484852,0.6782052516937256,0.0158748123794794,0.0543861351907253,0.1524609178304672,0.0322918258607387,0.0160295758396387,0.010333782993257,0.0267378091812133,0.1179384589195251,0.003352896855454,0.000987142372042,0.0009528158099473,0.458038181066513,0.0020236407872289,0.5308699011802673,0.0016990524018183,0.0031926957890391,0.0021679091732949,0.0020086099393665,11.07263157894737,12.611578947368422,13.27908910526316,49.5184210526316,11.810526315789474,45.315789473684205,10.745966692414834,5.0,8.734163157894738,5.2105263157894735,1.631578947368421,19.0,1.0,1.0,99.0,31.0,19.0,19.0,1.0,1.0,5.0,2.0,5.0,positive,10.0,0.55131984
16,1554421451167604736,"RT @SLIC1991: Today on #BookLoversDay why not visit your local library, borrow books &amp; spend some time reading for pleasure?  📚❤️📚

Whether…",2022-08-02 10:58:48+00:00,715530268304605184,2124,1878,35564,30,Today on BookLoversDay why not visit your local library borrow books amp spend some time reading for pleasure Whether,today on bookloversday why not visit your local library borrow books amp spend some time reading for pleasure whether,0.0,0.829,0.171,0.5719,0.4736823737621307,0.0211718194186687,0.0119685949757695,0.2203397154808044,0.036580067127943,0.0099710365757346,0.0103751020506024,0.0148650109767913,0.0099949156865477,0.0088486345484852,0.6782052516937256,0.0158748123794794,0.0543861351907253,0.1524609178304672,0.0322918258607387,0.0160295758396387,0.010333782993257,0.0267378091812133,0.1179384589195251,0.003352896855454,0.000987142372042,0.0009528158099473,0.458038181066513,0.0020236407872289,0.5308699011802673,0.0016990524018183,0.0031926957890391,0.0021679091732949,0.0020086099393665,11.07263157894737,12.611578947368422,13.27908910526316,49.5184210526316,11.810526315789474,45.315789473684205,10.745966692414834,5.0,8.734163157894738,5.2105263157894735,1.631578947368421,19.0,1.0,1.0,99.0,31.0,19.0,19.0,1.0,1.0,5.0,2.0,5.0,positive,10.0,0.55131984
17,1554423172455350273,"RT @SLIC1991: Today on #BookLoversDay why not visit your local library, borrow books &amp; spend some time reading for pleasure?  📚❤️📚

Whether…",2022-08-02 11:05:38+00:00,1042062051886153728,293,233,1061,30,Today on BookLoversDay why not visit your local library borrow books amp spend some time reading for pleasure Whether,today on bookloversday why not visit your local library borrow books amp spend some time reading for pleasure whether,0.0,0.829,0.171,0.5719,0.4736823737621307,0.0211718194186687,0.0119685949757695,0.2203397154808044,0.036580067127943,0.0099710365757346,0.0103751020506024,0.0148650109767913,0.0099949156865477,0.0088486345484852,0.6782052516937256,0.0158748123794794,0.0543861351907253,0.1524609178304672,0.0322918258607387,0.0160295758396387,0.010333782993257,0.0267378091812133,0.1179384589195251,0.003352896855454,0.000987142372042,0.0009528158099473,0.458038181066513,0.0020236407872289,0.5308699011802673,0.0016990524018183,0.0031926957890391,0.0021679091732949,0.0020086099393665,11.07263157894737,12.611578947368422,13.27908910526316,49.5184210526316,11.810526315789474,45.315789473684205,10.745966692414834,5.0,8.734163157894738,5.2105263157894735,1.631578947368421,19.0,1.0,1.0,99.0,31.0,19.0,19.0,1.0,1.0,5.0,2.0,5.0,positive,10.0,0.55131984
18,1554424138869231616,"RT @SLIC1991: Today on #BookLoversDay why not visit your local library, borrow books &amp; spend some time reading for pleasure?  📚❤️📚

Whether…",2022-08-02 11:09:29+00:00,928652317917941760,628,452,4377,30,Today on BookLoversDay why not visit your local library borrow books amp spend some time reading for pleasure Whether,today on bookloversday why not visit your local library borrow books amp spend some time reading for pleasure whether,0.0,0.829,0.171,0.5719,0.4736823737621307,0.0211718194186687,0.0119685949757695,0.2203397154808044,0.036580067127943,0.0099710365757346,0.0103751020506024,0.0148650109767913,0.0099949156865477,0.0088486345484852,0.6782052516937256,0.0158748123794794,0.0543861351907253,0.1524609178304672,0.0322918258607387,0.0160295758396387,0.010333782993257,0.0267378091812133,0.1179384589195251,0.003352896855454,0.000987142372042,0.0009528158099473,0.458038181066513,0.0020236407872289,0.5308699011802673,0.0016990524018183,0.0031926957890391,0.0021679091732949,0.0020086099393665,11.07263157894737,12.611578947368422,13.27908910526316,49.5184210526316,11.810526315789474,45.315789473684205,10.745966692414834,5.0,8.734163157894738,5.2105263157894735,1.631578947368421,19.0,1.0,1.0,99.0,31.0,19.0,19.0,1.0,1.0,5.0,2.0,5.0,positive,10.0,0.55131984
19,1554426585083691008,"As well as our main non-fiction collection, we have a wide range of books for our students and staff @WestCollScot… https://t.co/4zA3OZFwMt",2022-08-02 11:19:12+00:00,1735267801,316,537,3975,0,As well as our main non fiction collection we have a wide range of books for our students and staff,as well as our main non fiction collection we have a wide range of books for our students and staff,0.0,0.948,0.052,0.1366,0.4190109968185425,0.0234283488243818,0.016194365452975,0.146826222538948,0.0347496960312128,0.0122658214531838,0.0120483823120594,0.0148473195731639,0.0090797822922468,0.0090137110091745,0.6852418780326843,0.0213932078331708,0.0539515037089586,0.117524217814207,0.0266854129731655,0.0191028080880641,0.0159370806068182,0.0234739640727639,0.1601345799863338,0.0024292304508938,0.0015289912010581,0.0010440700554372,0.0627841874957084,0.0026362007483839,0.9264982342720032,0.0013986720587126,0.0029544613789767,0.0021145738428458,0.0016136342892423,7.517857142857144,8.601428571428572,9.282144285714288,71.44214285714288,12.085714285714284,38.785714285714285,10.4820292777784,3.5,10.45734285714286,4.571428571428571,1.3964285714285714,17.0,1.0,0.95,76.0,23.0,17.0,16.0,1.0,1.0,3.5,2.0,6.5,neutral,10.0,0.65555346
