,hashtag,UsM_deltaDays,UsM_statusesCount,UsM_followersCount,UsM_favouritesCount,UsM_listedCount,UsM_friendscCount,UsM_normalizedUserStatusesCount,UsM_normalizedUserFollowersCount,UsM_normalizedUserFavouritesCount,UsM_normalizedUserListedCount,UsM_normalizedUserFriendsCount,is_verified,is_default,has_url,tweets_num,retweet_num,reply_num,norm_tweets,norm_retweet,norm_reply
171508099,#EnergyPrices,4405,95628,7388,88354,18,8114,21.70896708286039,1.677185017026107,20.057661748013626,0.004086265607264473,1.8419977298524404,0,1,0,16.0,951.0,33.0,0.37209302325581395,22.11627906976744,0.7674418604651163
1495047504433455108,#EnergyPrices,180,3542,1534,3583,1,1821,19.677777777777774,8.522222222222222,19.905555555555555,0.005555555555555557,10.116666666666667,0,1,1,25.0,510.0,465.0,1.3157894736842106,26.842105263157894,24.473684210526315
411746504,#EnergyPrices,3930,2976,262,11829,3,1142,0.7572519083969466,0.06666666666666668,3.0099236641221374,0.0007633587786259543,0.2905852417302799,0,1,0,28.0,185.0,787.0,0.034229828850855744,0.22616136919315402,0.9621026894865525
357762581,#EnergyPrices,4017,38416,5754,50702,111,3250,9.56335573811302,1.4324122479462285,12.621857107294,0.027632561613144136,0.8090614886731392,0,1,1,84.0,776.0,140.0,1.9090909090909092,17.636363636363637,3.1818181818181817
43792125,#EnergyPrices,4826,124243,86883,34517,1267,1242,25.744508910070447,18.003108164111065,7.152300041442188,0.2625362619146291,0.2573559883961873,1,0,0,22.0,884.0,94.0,2.75,110.5,11.75
1538434078722203649,#EnergyPrices,60,3262,243,2524,0,208,54.36666666666667,4.05,42.06666666666667,0.0,3.466666666666667,0,1,1,5.0,633.0,362.0,0.8333333333333334,105.5,60.333333333333336
1508509963114717195,#EnergyPrices,143,4618,88,3626,2,1015,32.293706293706286,0.6153846153846154,25.356643356643357,0.013986013986013986,7.0979020979020975,0,1,0,24.0,566.0,410.0,1.3333333333333333,31.444444444444443,22.77777777777778
1139308506845073408,#EnergyPrices,1161,4145,378,14712,1,630,3.5701981050818263,0.32558139534883723,12.671834625322996,0.0008613264427217916,0.5426356589147286,0,1,0,46.0,649.0,305.0,0.4742268041237113,6.690721649484536,3.1443298969072164
947498318556413952,#EnergyPrices,1691,7714,4967,10585,3,4915,4.561797752808988,2.9373151981076284,6.259609698403312,0.0017740981667652273,2.906564163217032,0,1,0,101.0,120.0,779.0,2.525,3.0,19.475
1539501357358514176,#EnergyPrices,57,758,9,611,0,106,13.298245614035089,0.15789473684210525,10.719298245614032,0.0,1.8596491228070176,0,1,0,16.0,743.0,2.0,0.26666666666666666,12.383333333333333,0.03333333333333333
1533144532589522944,#EnergyPrices,75,6967,225,16798,1,594,92.89333333333332,3.0,223.97333333333333,0.013333333333333334,7.92,0,1,0,6.0,546.0,448.0,0.4,36.4,29.866666666666667
505639868,#EnergyPrices,3825,10384,2083,29420,18,3624,2.7147712418300656,0.5445751633986928,7.691503267973857,0.004705882352941176,0.9474509803921568,0,1,1,22.0,795.0,183.0,0.08906882591093117,3.2186234817813766,0.7408906882591093
319043335,#EnergyPrices,4080,1079,4474,41432,610,4623,0.2644607843137255,1.0965686274509805,10.154901960784313,0.14950980392156862,1.1330882352941176,0,0,1,2.0,180.0,31.0,0.15384615384615385,13.846153846153847,2.3846153846153846
2738035834,#EnergyPrices,2931,89776,2216,105762,2,3957,30.62981917434323,0.7560559535994541,36.083930399181156,0.000682360968952576,1.3500511770726715,0,1,0,69.0,925.0,6.0,5.3076923076923075,71.15384615384616,0.46153846153846156
194288976,#EnergyPrices,4346,279668,960,167582,5,4999,64.35066728025771,0.2208927749654855,38.56005522319374,0.001150483202945237,1.150253106304648,0,0,0,137.0,858.0,5.0,19.571428571428573,122.57142857142857,0.7142857142857143
533481464,#EnergyPrices,3800,87318,609,164086,13,394,22.978421052631575,0.16026315789473686,43.18052631578947,0.0034210526315789475,0.1036842105263158,0,1,0,127.0,766.0,107.0,6.0476190476190474,36.476190476190474,5.095238095238095
228360849,#EnergyPrices,4260,11245,223,7983,1,486,2.6396713615023475,0.05234741784037559,1.873943661971831,0.00023474178403755868,0.11408450704225352,0,1,0,162.0,835.0,3.0,2.3823529411764706,12.279411764705882,0.04411764705882353
