,hashtag,retweeter,UsM_deltaDays,UsM_statusesCount,UsM_followersCount,UsM_favouritesCount,UsM_listedCount,UsM_friendscCount,UsM_normalizedUserStatusesCount,UsM_normalizedUserFollowersCount,UsM_normalizedUserFavouritesCount,UsM_normalizedUserListedCount,UsM_normalizedUserFriendsCount,is_verified,is_default,has_url,tweets_num,retweet_num,reply_num,norm_tweets,norm_retweet,norm_reply,is_followed,interaction,frequency,r_interaction,r_frequency
930520648245497856,#GetBackToWorkYouFatPonce,796552980,3076,183735,2142,107706,7,3746,59.73179453836151,0.6963589076723017,35.014954486345914,0.0022756827048114434,1.2178153446033808,0,1,0,16.0,984.0,0.0,3.2,196.8,0.0,1.0,0.0,0.0,1.0,0.002717391304347826
219266194,#EnergyPrices,98685969,4285,140151,22288,228669,58,7196,32.7073512252042,5.201400233372229,53.364994165694284,0.01353558926487748,1.6793465577596267,0,1,0,9.0,930.0,61.0,0.6923076923076923,71.53846153846153,4.6923076923076925,1.0,0.0,0.0,0.0,0.0
1159881870,#CostOfLivingCrisis,3337431825,896,41600,19770,90908,27,20193,46.42857142857143,22.064732142857146,101.45982142857143,0.03013392857142857,22.536830357142854,0,1,0,3.0,929.0,68.0,0.3333333333333333,103.22222222222223,7.555555555555555,1.0,0.0,0.0,1.0,0.008928571428571428
929974628,#EnoughIsEnough,748952074138841088,1738,218844,8981,197616,14,9849,125.91714614499423,5.1674338319907935,113.70310701956272,0.00805523590333717,5.666858457997699,0,1,0,1.0,850.0,149.0,0.5,425.0,74.5,1.0,0.0,0.0,0.0,0.0
1190933596921638912,#CostOfLivingCrisis,356950227,2878,24864,23643,39640,107,17390,8.639332870048642,8.215079916608756,13.773453787352329,0.037178596247394016,6.042390548992356,0,1,1,28.0,919.0,53.0,4.666666666666667,153.16666666666666,8.833333333333334,1.0,0.0,0.0,27.0,0.40298507462686567
103989424,#EnoughIsEnough,2231119999,4602,85635,1358,229656,12,1396,18.608213820078227,0.2950890916992612,49.90352020860495,0.0026075619295958283,0.3033463711429813,0,0,0,2.0,974.0,24.0,0.2857142857142857,139.14285714285714,3.4285714285714284,1.0,3.0,0.42857142857142855,93.0,2.1627906976744184
413123301,#EnoughIsEnough,2276527577,4285,140151,22286,228662,58,7194,32.7073512252042,5.200933488914818,53.363360560093355,0.01353558926487748,1.6788798133022171,0,1,0,13.0,849.0,138.0,1.8571428571428572,121.28571428571429,19.714285714285715,1.0,0.0,0.0,9.0,0.019867549668874173
1199779543533473792,#EnoughIsEnough,31495720,3806,83729,7892,160757,15,7373,21.99921177088807,2.073568050446663,42.23778244876511,0.003941145559642669,1.937204414083027,0,1,0,68.0,514.0,418.0,2.0606060606060606,15.575757575757576,12.666666666666666,1.0,0.0,0.0,0.0,0.0
799128445,#EnoughIsEnough,31495720,995,34259,29611,70383,14,19034,34.431155778894464,29.75979899497488,70.73668341708544,0.01407035175879397,19.12964824120603,0,1,0,24.0,410.0,566.0,1.0434782608695652,17.82608695652174,24.608695652173914,1.0,0.0,0.0,0.0,0.0
1346072194800111619,#EnoughIsEnough,1243569195914313729,1181,91843,13084,141655,17,1957,77.76714648602879,11.07874682472481,119.9449618966977,0.014394580863674853,1.6570702794242167,0,0,1,477.0,347.0,176.0,5.888888888888889,4.283950617283951,2.1728395061728394,1.0,2.0,0.024691358024691357,1.0,0.006711409395973154
21480744,#EnoughIsEnough,25264158,64,1328,101672,1317,56,0,20.75,1588.625,20.578125,0.875,0.0,0,1,1,646.0,26.0,328.0,0.8934993084370678,0.035961272475795295,0.4536652835408022,1.0,0.0,0.0,0.0,0.0
2272185878,#EnoughIsEnough,937028262592679937,3151,132483,7565,482008,4,8209,42.04474769914313,2.4008251348778167,152.96985084100285,0.001269438273563948,2.6052046969216116,0,1,0,19.0,770.0,211.0,1.7272727272727273,70.0,19.181818181818183,1.0,0.0,0.0,0.0,0.0
1344597000709414915,#EnoughIsEnough,4857646191,4106,384372,27601,99057,230,30360,93.61227471992208,6.722113979542134,24.124939113492452,0.05601558694593278,7.394057476863128,0,0,1,67.0,237.0,696.0,1.1551724137931034,4.086206896551724,12.0,1.0,0.0,0.0,0.0,0.0
182808102,#EnergyPrices,1474044208600211465,2885,19887,1301,8716,1,1844,6.893240901213171,0.4509532062391681,3.021143847487002,0.0003466204506065858,0.6391681109185442,0,1,0,47.0,788.0,165.0,3.357142857142857,56.285714285714285,11.785714285714286,1.0,0.0,0.0,2.0,0.08
43015524,#EnergyPrices,2714211823,4830,201763,3409,614915,89,2494,41.77287784679089,0.7057971014492753,127.31159420289856,0.018426501035196687,0.5163561076604555,0,0,1,9.0,978.0,13.0,0.9,97.8,1.3,1.0,0.0,0.0,4.0,0.13333333333333333
24439373,#EnoughIsEnough,1338887677,4905,204862,3158,228603,106,4998,41.765953109072385,0.6438328236493374,46.60611620795107,0.021610601427115187,1.018960244648318,0,0,0,14.0,791.0,195.0,3.5,197.75,48.75,1.0,0.0,0.0,2.0,0.03333333333333333
349869299,#EnoughIsEnough,952885954657816576,4030,113931,5952,168144,6,6547,28.27071960297767,1.4769230769230768,41.72307692307693,0.001488833746898263,1.6245657568238214,0,1,0,2.0,737.0,261.0,0.2857142857142857,105.28571428571429,37.285714285714285,1.0,2.0,0.2857142857142857,0.0,0.0
790287205,#CostOfLivingCrisis,3906855254,4489,20370,4647,89192,101,4803,4.537758966362219,1.035197148585431,19.86901314323903,0.022499443083092003,1.0699487636444642,0,0,0,3.0,951.0,46.0,0.6,190.2,9.2,1.0,0.0,0.0,0.0,0.0
