,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,text,created_at,user_id,followers_count,friends_count,favourites_count,retweet_count,grammartext,clean_text,user_neg_mean,user_neu_mean,user_pos_mean,user_comp_mean,user_arts_&_culture_mean,user_business_&_entrepreneurs_mean,user_celebrity_&_pop_culture_mean,user_diaries_&_daily_life_mean,user_family_mean,user_fashion_&_style_mean,user_film_tv_&_video_mean,user_fitness_&_health_mean,user_food_&_dining_mean,user_gaming_mean,user_learning_&_educational_mean,user_music_mean,user_news_&_social_concern_mean,user_other_hobbies_mean,user_relationships_mean,user_science_&_technology_mean,user_sports_mean,user_travel_&_adventure_mean,user_youth_&_student_life_mean,user_hateful_mean,user_targeted_mean,user_aggressive_mean,user_joy_mean,user_sadness_mean,user_others_mean,user_anger_mean,user_surprise_mean,user_disgust_mean,user_fear_mean,user_Kincaid_mean,user_ARI_mean,user_Coleman-Liau_mean,user_FleschReadingEase_mean,user_GunningFogIndex_mean,user_LIX_mean,user_SMOGIndex_mean,user_RIX_mean,user_DaleChallIndex_mean,user_characters_per_word_mean,user_syll_per_word_mean,user_words_per_sentence_mean,user_sentences_per_paragraph_mean,user_type_token_ratio_mean,user_characters_mean,user_syllables_mean,user_words_mean,user_wordtypes_mean,user_sentences_mean,user_paragraphs_mean,user_long_words_mean,user_complex_words_mean,user_complex_words_dc_mean,user_sentiment_mode,user_topic_mode,politeness,cardiff_tokens,offensive,irony,emoji,gender,tweet_grammar,tweet_subjectivity
242,242,242,242,1556592134526046208,To cut the long story short just like diamond tumeleta Lewis Hamilton and this time Karen to sugoi itakuwa an unbel… https://t.co/y65OgKndGe,2022-08-08 10:44:19+00:00,1146062378498322434,87,220,474,0,To cut the long story short just like diamond tumeleta Lewis Hamilton and this time Karen to sugoi itakuwa an unbel,to cut the long story short just like diamond tumeleta lewis hamilton and this time karen to sugoi itakuwa an unbel,0.042,0.7635000000000001,0.1945,0.46605,0.0488202823325991,0.0057129389606416,0.4981275033205747,0.0770647749304771,0.005458059720695,0.0125397417577914,0.0922040450386703,0.003714635502547,0.0014751241542398,0.002127214014763,0.0056447740644216,0.3218626745510846,0.5480425730347633,0.0289862193167209,0.0151525158435106,0.0020016523776575,0.0048745720414444,0.0042090249480679,0.003519304911606,0.0272299890359675,0.0010402536923512,0.0057181905709624,0.0067801403347402,0.0012299972586333,0.9798412024974824,0.0017610986251384,0.0033574138069525,0.0050361303146928,0.0019940103520639,12.563333333333336,10.65982142857143,10.019364053571431,41.50250000000002,15.009523809523811,37.523809523809526,13.22064206530423,3.5,13.206216666666668,4.636904761904762,1.7083333333333337,20.5,1.0,0.9761904761904762,95.0,35.0,20.5,20.0,1.0,1.0,3.5,3.5,11.0,positive,12.0,0.30593288,"{'input_ids': tensor([[    0,  3972,   847,     5,   251,   527,   765,    95,   101, 11720,
           326,  9271,  2716,   102,  3577,  4127,     8,    42,    86,  7836,
             7,  2628,  2977,   118,    24,  7386,  2739,    41, 46646,  1174,
          1205,   640,    90,     4,   876,    73,   219,  3506,   673,   571,
           530,  1187, 20981,     2]], device='cuda:0'), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]],
       device='cuda:0')}",0,0.0,2.0,1,8,0.35
243,243,243,243,1556592173356916738,"RT @DrTheodo: If they leave Tinubu self, e go vote for Peter Obi 😂

Sarkin Dariya na so e go be oo. Who no like better thing. Na those arnd…",2022-08-08 10:44:28+00:00,2538835257,472,473,8870,132,If they leave Tinubu self e go vote for Peter Obi Sarkin Dariya na so e go be oo Who no like better thing Na those arnd,if they leave tinubu self e go vote for peter obi sarkin dariya na so e go be oo who no like better thing na those arnd,0.114,0.705,0.181,0.4588,0.0118069322779774,0.0052466550841927,0.4163544476032257,0.035756304860115,0.0020301619078963,0.0020421154331415,0.0839240103960037,0.0013668023748323,0.0010419918689876,0.0017024955013766,0.0024265896063297,0.0162217244505882,0.9360835552215576,0.0239159408956766,0.0048637278378009,0.0012270883889868,0.0240230746567249,0.0018787633161991,0.0017542227869853,0.0332802860950862,0.0003487370470985,0.0062446115758687,0.006397936027497,0.0015921113081276,0.9783559441566468,0.0017956516239792,0.0022866919171065,0.0077957152388989,0.0017758506583049,8.488148148148152,8.293333333333333,3.356190925925926,82.29666666666668,12.281481481481482,27.0,8.477225575051662,0.0,11.408662962962964,3.4444444444444446,1.148148148148148,27.0,1.0,0.8888888888888888,93.0,31.0,27.0,24.0,1.0,1.0,0.0,1.0,11.0,positive,12.0,0.10291476,"{'input_ids': tensor([[    0, 13963,   787, 14043,   133, 15537,    35,   318,    51,   989,
         16055,  1792,   257,  1403,     6,   364,   213,   900,    13,  2155,
         27954, 17841,  9264, 50118, 50118,   104, 26932,   211,  1512,  2636,
          2750,    98,   364,   213,    28,  1021,   139,     4,  3394,   117,
           101,   357,   631,     4,  7300,   167,  4709,  1187,  1174,     2]],
       device='cuda:0'), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1]], device='cuda:0')}",1,0.0,2.0,0,8,0.5
244,244,244,244,1556592205875367937,"RT @mduveemsee: The song from today henceforth hakuna kubahatisha

A #VoteForRuto is a vote for #FreedomIsComing 
Where every hustle matter…",2022-08-08 10:44:36+00:00,1166807776242360323,11,122,251,29,The song from today henceforth hakuna kubahatisha A VoteForRuto is a vote for FreedomIsComing Where every hustle matter,the song from today henceforth hakuna kubahatisha a voteforruto is a vote for freedomiscoming where every hustle matter,0.0,0.932,0.068,0.0258,0.0796534717082977,0.007986887358129,0.326237678527832,0.0294391196221113,0.0060433247126638,0.0059065311215817,0.0394516997039318,0.0079071456566452,0.0039973496459424,0.0027824619319289,0.0070158867165446,0.9583792090415956,0.8159693479537964,0.0175864044576883,0.0066197346895933,0.0051175877451896,0.0019556726329028,0.0059875799342989,0.0044263540767133,0.0287429458414947,0.0002931959955468,0.0063685412738889,0.042323499917984,0.001387387397699,0.9493581056594848,0.0015418531838804,0.0017693997360765,0.0020258494187146,0.0015938589349389,15.685555555555556,14.259999999999998,15.874613888888891,14.665000000000031,20.53333333333333,40.22222222222222,16.41640786499874,4.0,9.792633333333333,5.666666666666667,2.055555555555556,18.0,1.0,0.9444444444444444,102.0,37.0,18.0,17.0,1.0,1.0,4.0,6.0,6.0,positive,11.0,0.10414336,"{'input_ids': tensor([[    0, 13963,   787,   119,  6588,   548,   991,  7048,    35,    20,
          2214,    31,   452, 12113, 17030,  2489,   330,  4989,   449,  1792,
           895,   415,  9268, 50118, 50118,   250,   849, 39992,  2709,   500,
         11207,    16,    10,   900,    13,   849, 38647,  6209, 31795,  1437,
         50118, 13841,   358, 21275,   459,   948,  1174,     2]],
       device='cuda:0'), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]],
       device='cuda:0')}",0,0.0,4.0,0,5,0.0
245,245,245,245,1556592209780162561,"RT @Nrb_independent: Forget about Moses Kuria, Odinga, GEMA, Mutahi Kagwe, Julius Yego, #VoteThemOut , #Elections2022 Juliani, jm Kariuki a…",2022-08-08 10:44:37+00:00,832876879942131712,296,1021,30375,289,Forget about Moses Kuria Odinga GEMA Mutahi Kagwe Julius Yego VoteThemOut Elections2022 Juliani jm Kariuki a,forget about moses kuria odinga gema mutahi kagwe julius yego votethemout elections2022 juliani jm kariuki a,0.119,0.881,0.0,-0.2263,0.0033221719786524,0.0065685263834893,0.0236119665205478,0.0173975136131048,0.001578138791956,0.0009870694484561,0.0067435135133564,0.0021176098380237,0.0008025809656828,0.0009801427368074,0.0025999904610216,0.0038900806102901,0.970825493335724,0.0108530027791857,0.0014804537640884,0.0025132489390671,0.0182064175605773,0.0011800166685134,0.001433290541172,0.0323162051802312,0.0006807360826507,0.0061147146612823,0.0018274672329425,0.0017263354966416,0.0635422095656395,0.0449232943356037,0.0014581320574507,0.884924590587616,0.0015980252064764,19.412500000000005,13.946875,16.526624937500003,-15.617499999999968,26.4,41.0,18.491933384829668,4.0,17.259475000000002,5.8125,2.4375,16.0,1.0,1.0,93.0,39.0,16.0,16.0,1.0,1.0,4.0,8.0,13.0,negative,12.0,0.12367406,"{'input_ids': tensor([[    0, 13963,   787,   487, 20815,  1215, 32982,    35, 25449,    59,
         16590, 13830,   493,     6,  7032,   154,   102,     6,   272, 26674,
             6, 13549, 15946, 24803,  1694,     6, 20487,   854,  3733,   139,
             6,   849, 39992,   133,   119, 14944,  2156,   849, 31824,  2485,
           844,  2036, 10148,   118,     6,  1236,   119,   229,  1512, 16819,
            10,  1174,     2]], device='cuda:0'), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1]], device='cuda:0')}",0,0.0,2.0,0,13,0.0
246,246,246,246,1556592270555713543,"RT @certified_lala: Lyrics 

“Emi lokan(2X), 
Baba wey no well, him dey shout Emi lokan. 
Hand dey shake, leg dey Shake, baba wey no well,…",2022-08-08 10:44:52+00:00,2224934922,2176,4753,27767,109,Lyrics Emi lokan 2X Baba wey no well him dey shout Emi lokan Hand dey shake leg dey Shake baba wey no well,lyrics emi lokan x baba wey no well him dey shout emi lokan hand dey shake leg dey shake baba wey no well,0.1256666666666666,0.6670000000000001,0.207,0.3667333333333333,0.0155191381151477,0.0072066496747235,0.2857687097663681,0.0612950883805751,0.003672494359004,0.0061336567741818,0.0210491980736454,0.0028116441875075,0.0014848054852336,0.0033271418263514,0.0029681215528398,0.3154433683181802,0.6071036433180174,0.0176524041841427,0.0134639539367829,0.0025629555651297,0.2027981171074012,0.0028464895828316,0.0022183447921027,0.0279245892803306,0.0008026971199686,0.0063499045002381,0.0551409791223704,0.0018398740988535,0.9317228198051452,0.0015550449800988,0.0040415492840111,0.0035201401915401,0.0021795881524061,10.256496313246886,9.80214340198322,8.663190815444409,58.93189931350117,14.515288220551378,37.87552213868003,10.63441361516796,3.333333333333333,11.069577243834225,4.401728960081363,1.496313246885329,21.0,1.0,0.8361483418691655,91.33333333333331,31.0,21.0,17.333333333333332,1.0,1.0,3.333333333333333,3.0,8.666666666666666,positive,12.0,0.033350393,"{'input_ids': tensor([[    0, 13963,   787, 25782,  3786,  1215,   462,  2331,    35,   226,
         45817,  1437, 50118, 50118,    17,    48, 16750,   118,   784,  1638,
           260,  1640,   176,  1000,   238,  1437, 50118,   387,  6412,    52,
           219,   117,   157,     6,   123,   263,   219, 18066,  3676,   118,
           784,  1638,   260,     4,  1437, 50118, 21292,   263,   219,  8559,
             6,  2985,   263,   219, 27662,     6, 30301,   102,    52,   219,
           117,   157,     6,  1174,     2]], device='cuda:0'), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]], device='cuda:0')}",0,0.0,4.0,1,9,0.0
247,247,247,247,1556592273110048769,RT @RevRotation: Every single Senate Republican opposes a bill that would make large &amp; profitable corporations pay more than $0 in taxes.…,2022-08-08 10:44:52+00:00,1254008047464263680,4859,4995,20427,80,Every single Senate Republican opposes a bill that would make large amp profitable corporations pay more than 0 in taxes,every single senate republican opposes a bill that would make large amp profitable corporations pay more than in taxes,0.094,0.8345,0.0715,0.06745,0.0051693664863705,0.4529148812871426,0.0333261303603649,0.0189344827085733,0.0030359468073584,0.0054293543798848,0.0154241567943245,0.0045768617419525,0.0028531543212011,0.0037575514288619,0.0077690526377409,0.0098130378173664,0.9317178428173064,0.0253644394688308,0.0029714364209212,0.0207162091974169,0.0118626544717699,0.0043995404848828,0.0031496230512857,0.031068164012376,0.0004770122962519,0.0060773830615401,0.0014673977857455,0.0021783953416161,0.0456071002408862,0.0268805120140314,0.0013072566944174,0.9206491410732268,0.0019102277001366,16.17414473684211,13.403174342105263,15.05758994243421,10.271513157894764,22.26315789473684,40.526315789473685,16.86969104937278,4.0,13.827871710526315,5.537828947368421,2.113486842105264,17.5,1.0,1.0,96.5,36.5,17.5,17.5,1.0,1.0,4.0,6.5,10.0,negative,1.0,0.640858,"{'input_ids': tensor([[    0, 13963,   787, 38494,   500, 35915,    35,  4337,   881,  1112,
          1172, 20408,    10,  1087,    14,    74,   146,   739,   359,  3914,
           131,  9361,  9053,   582,    55,    87,    68,   288,    11,  2556,
             4,  1174,     2]], device='cuda:0'), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1, 1, 1, 1, 1]], device='cuda:0')}",0,1.0,11.0,1,1,0.38095238095238093
248,248,248,248,1556592286842101766,"Keep it here for Mt.Kenya East updates this election! 

Follow for follow back

Eric Omondi Sugoi #VoteThemOut #IEBC #VoteThemAllOut2022",2022-08-08 10:44:55+00:00,1119995009087037441,726,1398,3311,0,Keep it here for Mt Kenya East updates this election Follow for follow back Eric Omondi Sugoi VoteThemOut IEBC VoteThemAllOut2022,keep it here for mt kenya east updates this election follow for follow back eric omondi sugoi votethemout iebc votethemallout2022,0.0342,0.913,0.0528,0.06016,0.0029492247849702,0.007044306024909,0.0128577357158064,0.0229342591017484,0.0018655899446457,0.0008304275106638,0.0079004729166626,0.0036004389170557,0.0010149659472517,0.0015561824664473,0.003838887438178,0.0027092790696769,0.9847768425941468,0.0086554715409874,0.0013181919930502,0.0045620867982506,0.0122226757928729,0.0024237632285803,0.0020793337142094,0.0285067024593984,0.0006654744415059,0.0060765692718744,0.0243791403248906,0.0022455834550783,0.9435790657997132,0.0019412035588175,0.0027148068882524,0.0227995220804587,0.0023406647378578,12.766475600766622,11.900730207872623,12.488472691419728,37.01820035382576,18.33497862302816,42.70859501695416,15.144111173688447,4.4,11.510015382574082,5.080834439038773,1.781735220403951,18.8,1.0,0.9364204629220108,94.8,33.2,18.8,17.6,1.0,1.0,4.4,5.0,8.2,neutral,12.0,0.5145918,"{'input_ids': tensor([[    0, 28407,    24,   259,    13, 11319,     4, 28524,  2636,   953,
          3496,    42,   729,   328,  1437, 50118, 50118, 18622,    13,  1407,
           124, 50118, 50118, 24375,   384,  8876,   118, 25046, 12467,   849,
         39992,   133,   119, 14944,   849,  7720,  3573,   849, 39992,   133,
           119,  3684, 14944,   844,  2036,     2]], device='cuda:0'), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]],
       device='cuda:0')}",0,0.0,10.0,1,8,0.0
249,249,249,249,1556592300234506243,"RT @TheArtivist_KE: Fellow Kenyans there is life after elections..... #ElectionsBilaNoma
#KenyaDecides2022 JKIA Sugoi Eric Omondi #VoteThem…",2022-08-08 10:44:59+00:00,1467233173,82,491,3664,50,Fellow Kenyans there is life after elections ElectionsBilaNoma KenyaDecides2022 JKIA Sugoi Eric Omondi VoteThem,fellow kenyans there is life after elections electionsbilanoma kenyadecides2022 jkia sugoi eric omondi votethem,0.0,1.0,0.0,0.0,0.0024000566918402,0.0072987521998584,0.0108804032206535,0.0150288380682468,0.0021976702846586,0.0009666884434409,0.0047796908766031,0.0059247412718832,0.0010981984669342,0.0018913911189883,0.0037438017316162,0.0027947248890995,0.9811534881591796,0.0068745058961212,0.0012885475298389,0.0037229624576866,0.0401519238948822,0.0017109162872657,0.0023627944756299,0.0286803786596094,0.0004971568035408,0.0061940330766558,0.025458488613367,0.0018984405323863,0.9654501676559448,0.001595455687493,0.0015305912820622,0.0021351701579988,0.0019316578982397,20.212857142857143,18.54,23.24477585714285,-24.917857142857137,19.88571428571429,49.71428571428572,15.24744871391589,5.0,14.481614285714286,7.0,2.571428571428572,14.0,1.0,1.0,98.0,36.0,14.0,14.0,1.0,1.0,5.0,5.0,9.0,neutral,12.0,0.19833374,"{'input_ids': tensor([[    0, 13963,   787,   133, 23295, 35012,  1215,  6961,    35, 16728,
          3410,   219,  1253,    89,    16,   301,    71,  1727, 38917,   849,
         31824,  2485,   387,  4882,   487,  4982, 50118, 10431, 28524,  2636,
         15953,  4376,   844,  2036,   344,   530,  2889, 25046, 12467,  2954,
           384,  8876,   118,   849, 39992,   133,   119,  1174,     2]],
       device='cuda:0'), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1]], device='cuda:0')}",0,0.0,10.0,1,8,0.0
250,250,250,250,1556592304097566726,RT @ObidientsYouth: At the mention of OBidients!!! Hear what happened next.. The Obidient wave will so sweep off APC and PDP like kilode!…,2022-08-08 10:45:00+00:00,1552422390633795592,89,673,226,142,At the mention of OBidients Hear what happened next The Obidient wave will so sweep off APC and PDP like kilode,at the mention of obidients hear what happened next the obidient wave will so sweep off apc and pdp like kilode,0.0,0.889,0.111,0.3612,0.0037079609464854,0.0040232557803392,0.0157453175634145,0.0349255464971065,0.0017228386132046,0.0006455480470322,0.0116104874759912,0.0030189238023012,0.0006520255701616,0.0012207243125885,0.002450571861118,0.0037157074548304,0.984874188899994,0.0097779743373394,0.0014333486324176,0.0028128870762884,0.0050905798561871,0.0015071399975568,0.001330342143774,0.028256246908549,0.0003909895224943,0.0064452850480049,0.0186091903597116,0.0007660259143449,0.9695391654968262,0.0014617902925238,0.0059274421073496,0.0018251820001751,0.0018712029559537,8.333333333333332,9.48,8.269632238095241,72.72000000000003,14.114285714285714,40.04761904761905,12.486832980505138,4.0,9.941433333333332,4.333333333333333,1.3333333333333333,21.0,1.0,0.9523809523809524,91.0,28.0,21.0,20.0,1.0,1.0,4.0,3.0,7.0,positive,12.0,0.1939386,"{'input_ids': tensor([[    0, 13963,   787, 24567,   808, 20676,   975, 15617,    35,   497,
             5,  4521,     9, 28214,   808, 20676, 16506, 16321,    99,  1102,
           220,  7586,    20,  5816,   808,  4843,  4605,    40,    98,  9808,
           160,  1480,   347,     8,   221,  5174,   101, 12868,  4636,   328,
          1174,     2]], device='cuda:0'), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]],
       device='cuda:0')}",0,1.0,2.0,0,6,0.0
251,251,251,251,1556592305527726081,"RT @onyokpo: I sympathize with Peter Obi, he is no longer the one contesting, Nigeria youths and middle class are running through him as it…",2022-08-08 10:45:00+00:00,1320446848394498048,1060,1069,74661,527,I sympathize with Peter Obi he is no longer the one contesting Nigeria youths and middle class are running through him as it,i sympathize with peter obi he is no longer the one contesting nigeria youths and middle class are running through him as it,0.095,0.905,0.0,-0.296,0.0024016830138862,0.0064431582577526,0.01700896397233,0.0214479826390743,0.0024807623121887,0.0008819043869152,0.0065868380479514,0.0024958907160907,0.0011514335637912,0.0017013968899846,0.0037503344938158,0.0034224113915115,0.9803138375282288,0.007369602099061,0.0017450674204155,0.0028929682448506,0.0444512963294982,0.001748280134052,0.0023757468443363,0.030967282219771,6.125012594463157e-05,0.0069541424733072,0.002991798100993,0.9260754585266112,0.0487936921417713,0.0024093673564493,0.0013630801113322,0.008887673728168,0.0094789015129208,9.79739130434783,10.957826086956524,8.988653478260872,65.78565217391306,14.417391304347824,44.73913043478261,12.486832980505138,5.0,9.582952173913045,4.434782608695652,1.391304347826087,23.0,1.0,1.0,102.0,32.0,23.0,23.0,1.0,1.0,5.0,3.0,7.0,negative,12.0,0.03823648,"{'input_ids': tensor([[    0, 13963,   787,  6119,  1638,  5873,    35,    38, 19023,  2072,
            19,  2155, 27954,     6,    37,    16,   117,  1181,     5,    65,
          3096,   154,     6,  2000, 10769,     8,  1692,  1380,    32,   878,
           149,   123,    25,    24,  1174,     2]], device='cuda:0'), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]], device='cuda:0')}",0,0.0,2.0,1,2,0.0
252,252,252,252,1556592311722807296,"RT @Nrb_independent: Forget about Moses Kuria, Odinga, GEMA, Mutahi Kagwe, Julius Yego, #VoteThemOut , #Elections2022 Juliani, jm Kariuki a…",2022-08-08 10:45:01+00:00,1254008047464263680,4859,4995,20427,289,Forget about Moses Kuria Odinga GEMA Mutahi Kagwe Julius Yego VoteThemOut Elections2022 Juliani jm Kariuki a,forget about moses kuria odinga gema mutahi kagwe julius yego votethemout elections2022 juliani jm kariuki a,0.094,0.8345,0.0715,0.06745,0.0051693664863705,0.4529148812871426,0.0333261303603649,0.0189344827085733,0.0030359468073584,0.0054293543798848,0.0154241567943245,0.0045768617419525,0.0028531543212011,0.0037575514288619,0.0077690526377409,0.0098130378173664,0.9317178428173064,0.0253644394688308,0.0029714364209212,0.0207162091974169,0.0118626544717699,0.0043995404848828,0.0031496230512857,0.031068164012376,0.0004770122962519,0.0060773830615401,0.0014673977857455,0.0021783953416161,0.0456071002408862,0.0268805120140314,0.0013072566944174,0.9206491410732268,0.0019102277001366,16.17414473684211,13.403174342105263,15.05758994243421,10.271513157894764,22.26315789473684,40.526315789473685,16.86969104937278,4.0,13.827871710526315,5.537828947368421,2.113486842105264,17.5,1.0,1.0,96.5,36.5,17.5,17.5,1.0,1.0,4.0,6.5,10.0,negative,1.0,0.12367406,"{'input_ids': tensor([[    0, 13963,   787,   487, 20815,  1215, 32982,    35, 25449,    59,
         16590, 13830,   493,     6,  7032,   154,   102,     6,   272, 26674,
             6, 13549, 15946, 24803,  1694,     6, 20487,   854,  3733,   139,
             6,   849, 39992,   133,   119, 14944,  2156,   849, 31824,  2485,
           844,  2036, 10148,   118,     6,  1236,   119,   229,  1512, 16819,
            10,  1174,     2]], device='cuda:0'), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1]], device='cuda:0')}",0,0.0,2.0,0,13,0.0
253,253,253,253,1556592333168295936,"RT @ontitabrandon: LAST POLL‼️
➖️➖️➖️➖️➖️➖️➖️➖️➖️➖️
WHO WILL YOU VOTE FOR TOMORROW!!?

RETWEET🔄 FOR RAILA

LIKE❤️ FOR DR. WILLIAM RUTO 
➖️…",2022-08-08 10:45:06+00:00,1489094683481546754,4,69,236,100,LAST POLL WHO WILL YOU VOTE FOR TOMORROW RETWEET FOR RAILA LIKE FOR DR WILLIAM RUTO,last poll who will you vote for tomorrow retweet for raila like for dr william ruto,0.0,0.857,0.143,0.3612,0.0058106356300413,0.0052095605060458,0.0312253981828689,0.0487477555871009,0.0015767022268846,0.0007312820525839,0.0249974802136421,0.0013611582107841,0.0006866322946734,0.0017672434914857,0.0028570664580911,0.0039872149936854,0.9765989780426024,0.0232137851417064,0.0018964100163429,0.0022858460433781,0.0063197342678904,0.0016073007136583,0.0014158100821077,0.0271180580323373,0.0013664570199772,0.0060168764308512,0.0248481445014476,0.001427897834219,0.9641427397727966,0.0016241709236055,0.0038954757619649,0.0018261696677654,0.0022354191169142,8.350000000000005,6.587499999999999,7.339357750000001,63.69500000000002,11.4,34.75,10.745966692414834,3.0,10.35135,4.25,1.5,16.0,1.0,0.875,68.0,24.0,16.0,14.0,1.0,1.0,3.0,2.0,6.0,positive,12.0,0.09283958,"{'input_ids': tensor([[    0, 13963,   787,  2533,   405,   873,   338, 19490,    35, 32803,
         17182,  6006,    17,  4394, 12605, 50118, 24987, 17772, 25448, 12605,
         24987, 17772, 25448, 12605, 24987, 17772, 25448, 12605, 24987, 17772,
         25448, 12605, 24987, 17772, 25448, 12605, 24987, 17772, 25448, 12605,
         24987, 17772, 25448, 12605, 24987, 17772, 25448, 12605, 24987, 17772,
         25448, 12605, 24987, 17772, 25448, 12605, 50118, 32919, 18342, 10540,
           468, 28002,  5089, 36629,  3411,   500,  4581, 12846,   116, 50118,
         50118, 36995,  9112,  3935,  6569, 10674, 11936,  5089, 19545, 24570,
         50118, 50118, 27049,  6961, 30151, 10470, 12605,  5089, 10994,     4,
         18342,   100,  2620,   248,  6972,   673,  1437, 50118, 24987, 17772,
         25448, 12605,  1174,     2]], device='cuda:0'), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1, 1, 1, 1]], device='cuda:0')}",0,0.0,11.0,1,5,0.06666666666666667
